State,Area_Name,Rural-urban_Continuum Code_2013,Economic_typology_2015,POP_ESTIMATE_2019
MS,Lee County,5,3,"85,436"
MS,Leflore County,5,0,"28,183"
MS,Lincoln County,6,0,"34,153"
MS,Lowndes County,5,0,"58,595"
MS,Madison County,2,0,"106,272"
MS,Marion County,6,0,"24,573"
MS,Marshall County,1,0,"35,294"
MS,Monroe County,7,3,"35,252"
MS,Montgomery County,7,0,"9,775"
MS,Neshoba County,7,0,"29,118"
MS,Newton County,7,4,"21,018"
MS,Noxubee County,7,0,"10,417"
MS,Oktibbeha County,5,0,"49,587"
MS,Panola County,6,0,"34,192"
MS,Pearl River County,6,0,"55,535"
MS,Perry County,3,3,"11,973"
MS,Pike County,6,0,"39,288"
MS,Pontotoc County,7,3,"32,174"
MS,Prentiss County,7,3,"25,126"
MS,Quitman County,6,1,"6,792"
MS,Rankin County,2,0,"155,271"
MS,Scott County,6,3,"28,124"
MS,Sharkey County,8,1,"4,321"
MS,Simpson County,2,0,"26,658"
MS,Smith County,8,3,"15,916"
MS,Stone County,6,0,"18,336"
MS,Sunflower County,7,0,"25,110"
MS,Tallahatchie County,7,1,"13,809"
MS,Tate County,1,0,"28,321"
MS,Tippah County,6,3,"22,015"
MS,Tishomingo County,8,3,"19,383"
MS,Tunica County,1,5,"9,632"
MS,Union County,6,3,"28,815"
MS,Walthall County,9,0,"14,286"
MS,Warren County,4,4,"45,381"
MS,Washington County,5,0,"43,909"
MS,Wayne County,7,0,"20,183"
MS,Webster County,9,0,"9,689"
MS,Wilkinson County,8,0,"8,630"
MS,Winston County,7,0,"17,955"
MS,Yalobusha County,7,3,"12,108"
MS,Yazoo County,2,4,"29,690"
MO,Adair County,7,4,"25,343"
MO,Andrew County,3,0,"17,712"
MO,Atchison County,9,1,"5,143"
MO,Audrain County,6,0,"25,388"
MO,Barry County,6,3,"35,789"
MO,Barton County,6,0,"11,754"
MO,Bates County,1,1,"16,172"
MO,Benton County,7,5,"19,443"
MO,Bollinger County,3,1,"12,133"
MO,Boone County,3,4,"180,463"
MO,Buchanan County,3,3,"87,364"
MO,Butler County,5,0,"42,478"
MO,Caldwell County,1,1,"9,020"
MO,Callaway County,3,4,"44,743"
MO,Camden County,7,5,"46,305"
MO,Cape Girardeau County,3,0,"78,871"
MO,Carroll County,6,1,"8,679"
MO,Carter County,9,0,"5,982"
MO,Cass County,1,0,"105,780"
MO,Cedar County,6,0,"14,349"
MO,Chariton County,9,1,"7,426"
MO,Christian County,2,0,"88,595"
MO,Clark County,9,1,"6,797"
MO,Clay County,1,0,"249,948"
MO,Clinton County,1,0,"20,387"
MO,Cole County,3,4,"76,745"
MO,Cooper County,6,0,"17,709"
MO,Crawford County,6,3,"23,920"
MO,Dade County,8,1,"7,561"
MO,Dallas County,2,1,"16,878"
MO,Daviess County,8,1,"8,278"
MO,DeKalb County,3,4,"12,547"
MO,Dent County,7,0,"15,573"
MO,Douglas County,6,0,"13,185"
MO,Dunklin County,7,0,"29,131"
MO,Franklin County,1,3,"103,967"
MO,Gasconade County,6,3,"14,706"
MO,Gentry County,8,1,"6,571"
MO,Greene County,2,0,"293,086"
MO,Grundy County,7,0,"9,850"
MO,Harrison County,7,1,"8,352"
MO,Henry County,6,0,"21,824"
MO,Hickory County,8,5,"9,544"
MO,Holt County,8,1,"4,403"
MO,Howard County,6,1,"10,001"
MO,Howell County,7,0,"40,117"
MO,Iron County,7,2,"10,125"
MO,Jackson County,1,0,"703,011"
MO,Jasper County,3,0,"121,328"
MO,Jefferson County,1,0,"225,081"
MO,Johnson County,4,4,"54,062"
MO,Knox County,9,1,"3,959"
MO,Laclede County,6,3,"35,723"
MO,Lafayette County,1,0,"32,708"
MO,Lawrence County,6,0,"38,355"
MO,Lewis County,9,1,"9,776"
MO,Lincoln County,1,0,"59,013"
MO,Linn County,7,0,"11,920"
MO,Livingston County,6,0,"15,227"
MO,McDonald County,2,3,"22,837"
MO,Macon County,7,1,"15,117"
MO,Madison County,6,0,"12,088"
MO,Maries County,8,1,"8,697"
MO,Marion County,5,0,"28,530"
MO,Mercer County,9,1,"3,617"
MO,Miller County,6,0,"25,619"
MO,Mississippi County,6,4,"13,180"
MO,Moniteau County,3,0,"16,132"
MO,Monroe County,9,1,"8,644"
MO,Montgomery County,6,0,"11,551"
MO,Morgan County,8,5,"20,627"
MO,New Madrid County,7,3,"17,076"
MO,Newton County,3,0,"58,236"
MO,Nodaway County,6,4,"22,092"
MO,Oregon County,9,0,"10,529"
MO,Osage County,3,3,"13,615"
MO,Ozark County,9,5,"9,174"
MO,Pemiscot County,7,0,"15,805"
MO,Perry County,6,3,"19,136"
MO,Pettis County,4,3,"42,339"
MO,Phelps County,5,4,"44,573"
MO,Pike County,6,0,"18,302"
MO,Platte County,1,0,"104,418"
MO,Polk County,2,0,"32,149"
MO,Pulaski County,5,4,"52,607"
MO,Putnam County,9,1,"4,696"
MO,Ralls County,9,3,"10,309"
MO,Randolph County,6,0,"24,748"
MO,Ray County,1,0,"23,018"
MO,Reynolds County,9,2,"6,270"
MO,Ripley County,9,0,"13,288"
MO,St. Charles County,1,0,"402,022"
MO,St. Clair County,8,1,"9,397"
MO,Ste. Genevieve County,6,3,"17,894"
MO,St. Francois County,4,4,"67,215"
MO,St. Louis County,1,0,"994,205"
MO,Saline County,6,0,"22,761"
MO,Schuyler County,9,1,"4,660"
MO,Scotland County,9,1,"4,902"
MO,Scott County,4,0,"38,280"
MO,Shannon County,9,0,"8,166"
MO,Shelby County,9,1,"5,930"
MO,Stoddard County,6,3,"29,025"
MO,Stone County,6,5,"31,952"
MO,Sullivan County,9,3,"6,089"
MO,Taney County,4,5,"55,928"
MO,Texas County,9,0,"25,398"
MO,Vernon County,7,0,"20,563"
MO,Warren County,1,3,"35,649"
MO,Washington County,6,0,"24,730"
MO,Wayne County,9,0,"12,873"
MO,Webster County,2,0,"39,592"
MO,Worth County,9,1,"2,013"
MO,Wright County,6,1,"18,289"
MO,St. Louis city,1,0,"300,576"
MT,Beaverhead County,7,4,"9,453"
MT,Big Horn County,6,2,"13,319"
MT,Blaine County,9,1,"6,681"
MT,Broadwater County,9,0,"6,237"
MT,Carbon County,3,5,"10,725"
MT,Carter County,9,1,"1,252"
MT,Cascade County,3,0,"81,366"
MT,Chouteau County,8,1,"5,635"
MT,Custer County,7,0,"11,402"
MT,Daniels County,9,1,"1,690"
MT,Dawson County,7,0,"8,613"
MT,Deer Lodge County,7,4,"9,140"
MT,Fallon County,9,2,"2,846"
MT,Fergus County,7,0,"11,050"
MT,Flathead County,5,5,"103,806"
MT,Gallatin County,5,4,"114,434"
MT,Garfield County,9,1,"1,258"
MT,Glacier County,7,4,"13,753"
MT,Golden Valley County,3,1,821
MT,Granite County,8,5,"3,379"
MT,Hill County,7,0,"16,484"
MT,Jefferson County,9,0,"12,221"
MT,Judith Basin County,8,1,"2,007"
MT,Lake County,6,5,"30,458"
MT,Lewis and Clark County,5,4,"69,432"
MT,Liberty County,9,1,"2,337"
MT,Lincoln County,7,4,"19,980"
MT,McCone County,9,1,"1,664"
MT,Madison County,9,5,"8,600"
MT,Meagher County,9,5,"1,862"
MT,Mineral County,8,5,"4,397"
MT,Missoula County,3,4,"119,600"
MT,Musselshell County,8,2,"4,633"
MT,Park County,7,5,"16,606"
MT,Petroleum County,9,1,487
MT,Phillips County,9,1,"3,954"
MT,Pondera County,7,0,"5,911"
MT,Powder River County,9,5,"1,682"
MT,Powell County,6,4,"6,890"
MT,Prairie County,9,4,"1,077"
MT,Ravalli County,6,0,"43,806"
MT,Richland County,7,2,"10,803"
MT,Roosevelt County,7,0,"11,004"
MT,Rosebud County,9,2,"8,937"
MT,Sanders County,8,0,"12,113"
MT,Sheridan County,9,1,"3,309"
MT,Silver Bow County,5,2,"34,915"
MT,Stillwater County,8,2,"9,642"
MT,Sweet Grass County,9,2,"3,737"
MT,Teton County,8,1,"6,147"
MT,Toole County,7,2,"4,736"
MT,Treasure County,8,1,696
MT,Valley County,7,1,"7,396"
MT,Wheatland County,9,0,"2,126"
MT,Wibaux County,9,1,969
MT,Yellowstone County,3,0,"161,300"
NE,Adams County,4,0,"31,363"
NE,Antelope County,9,1,"6,298"
NE,Arthur County,9,1,463
NE,Banner County,9,1,745
NE,Blaine County,9,4,465
NE,Boone County,9,1,"5,192"
NE,Box Butte County,7,0,"10,783"
NE,Boyd County,9,1,"1,919"
NE,Brown County,9,1,"2,955"
NE,Buffalo County,4,0,"49,659"
NE,Burt County,8,1,"6,459"
NE,Butler County,6,1,"8,016"
NE,Cass County,2,0,"26,248"
NE,Cedar County,9,1,"8,402"
NE,Chase County,9,1,"3,924"
NE,Cherry County,7,1,"5,689"
NE,Cheyenne County,7,0,"8,910"
NE,Clay County,8,1,"6,203"
NE,Colfax County,7,3,"10,709"
NE,Cuming County,7,1,"8,846"
NE,Custer County,7,1,"10,777"
NE,Dakota County,3,3,"20,026"
NE,Dawes County,7,4,"8,589"
NE,Dawson County,7,3,"23,595"
NE,Deuel County,9,1,"1,794"
NE,Dixon County,3,1,"5,636"
NE,Dodge County,4,0,"36,565"
NE,Douglas County,2,0,"571,327"
NE,Dundy County,9,1,"1,693"
NE,Fillmore County,8,1,"5,462"
NE,Franklin County,9,1,"2,979"
NE,Frontier County,9,1,"2,627"
NE,Furnas County,9,1,"4,676"
NE,Gage County,6,0,"21,513"
NE,Garden County,9,1,"1,837"
NE,Garfield County,9,1,"1,969"
NE,Gosper County,9,1,"1,990"
NE,Grant County,9,1,623
NE,Greeley County,8,1,"2,356"
NE,Hall County,3,3,"61,353"
NE,Hamilton County,3,1,"9,324"
NE,Harlan County,9,1,"3,380"
NE,Hayes County,9,1,922
NE,Hitchcock County,9,1,"2,762"
NE,Holt County,7,1,"10,067"
NE,Hooker County,9,5,682
NE,Howard County,3,1,"6,445"
NE,Jefferson County,7,0,"7,046"
NE,Johnson County,8,4,"5,071"
NE,Kearney County,7,3,"6,495"
NE,Keith County,7,5,"8,034"
NE,Keya Paha County,9,1,806
NE,Kimball County,8,0,"3,632"
NE,Knox County,9,1,"8,332"
NE,Lancaster County,2,4,"319,090"
NE,Lincoln County,5,0,"34,914"
NE,Logan County,9,1,748
NE,Loup County,9,1,664
NE,McPherson County,9,1,494
NE,Madison County,5,0,"35,099"
NE,Merrick County,3,1,"7,755"
NE,Morrill County,9,1,"4,642"
NE,Nance County,8,1,"3,519"
NE,Nemaha County,7,0,"6,972"
NE,Nuckolls County,9,1,"4,148"
NE,Otoe County,6,0,"16,012"
NE,Pawnee County,9,1,"2,613"
NE,Perkins County,9,1,"2,891"
NE,Phelps County,7,1,"9,034"
NE,Pierce County,9,1,"7,148"
NE,Platte County,5,3,"33,470"
NE,Polk County,9,1,"5,213"
NE,Red Willow County,7,0,"10,724"
NE,Richardson County,7,1,"7,865"
NE,Rock County,9,1,"1,357"
NE,Saline County,6,3,"14,224"
NE,Sarpy County,2,0,"187,196"
NE,Saunders County,2,0,"21,578"
NE,Scotts Bluff County,5,0,"35,618"
NE,Seward County,2,0,"17,284"
NE,Sheridan County,9,1,"5,246"
NE,Sherman County,8,1,"3,001"
NE,Sioux County,9,1,"1,166"
NE,Stanton County,9,3,"5,920"
NE,Thayer County,9,1,"5,003"
NE,Thomas County,9,1,722
NE,Thurston County,8,1,"7,224"
NE,Valley County,9,1,"4,158"
NE,Washington County,2,0,"20,729"
NE,Wayne County,6,1,"9,385"
NE,Webster County,9,1,"3,487"
NE,Wheeler County,9,1,783
NE,York County,6,0,"13,679"
NV,Churchill County,6,0,"24,909"
NV,Clark County,1,5,"2,266,715"
NV,Douglas County,4,5,"48,905"
NV,Elko County,5,2,"52,778"
NV,Esmeralda County,9,2,873
NV,Eureka County,9,2,"2,029"
NV,Humboldt County,7,2,"16,831"
NV,Lander County,7,2,"5,532"
NV,Lincoln County,8,4,"5,183"
NV,Lyon County,4,0,"57,510"
NV,Mineral County,7,0,"4,505"
NV,Nye County,4,0,"46,523"
NV,Pershing County,9,2,"6,725"
NV,Storey County,2,0,"4,123"
NV,Washoe County,2,5,"471,519"
NV,White Pine County,7,2,"9,580"
NV,Carson City,3,4,"55,916"
NH,Belknap County,4,5,"61,303"
NH,Carroll County,6,5,"48,910"
NH,Cheshire County,4,0,"76,085"
NH,Coos County,7,5,"31,563"
NH,Grafton County,5,5,"89,886"
NH,Hillsborough County,2,0,"417,025"
NH,Merrimack County,4,4,"151,391"
NH,Rockingham County,1,0,"309,769"
NH,Strafford County,1,4,"130,633"
NH,Sullivan County,7,0,"43,146"
NJ,Atlantic County,2,5,"263,670"
NJ,Bergen County,1,0,"932,202"
NJ,Burlington County,1,0,"445,349"
NJ,Camden County,1,0,"506,471"
NJ,Cape May County,3,5,"92,039"
NJ,Cumberland County,3,0,"149,527"
NJ,Essex County,1,0,"798,975"
NJ,Gloucester County,1,0,"291,636"
NJ,Hudson County,1,0,"672,391"
NJ,Hunterdon County,1,0,"124,371"
NJ,Mercer County,2,4,"367,430"
NJ,Middlesex County,1,0,"825,062"
NJ,Monmouth County,1,0,"618,795"
NJ,Morris County,1,0,"491,845"
NJ,Ocean County,1,5,"607,186"
NJ,Passaic County,1,0,"501,826"
NJ,Salem County,1,0,"62,385"
NJ,Somerset County,1,0,"328,934"
NJ,Sussex County,1,5,"140,488"
NJ,Union County,1,0,"556,341"
NJ,Warren County,2,0,"105,267"
NM,Bernalillo County,2,4,"679,121"
NM,Catron County,9,1,"3,527"
NM,Chaves County,5,0,"64,615"
NM,Cibola County,6,4,"26,675"
NM,Colfax County,7,4,"11,941"
NM,Curry County,5,0,"48,954"
NM,De Baca County,9,1,"1,748"
NM,Doña Ana County,3,4,"218,195"
NM,Eddy County,5,2,"58,460"
NM,Grant County,7,2,"26,998"
NM,Guadalupe County,7,5,"4,300"
NM,Harding County,9,1,625
NM,Hidalgo County,9,4,"4,198"
NM,Lea County,5,2,"71,070"
NM,Lincoln County,7,5,"19,572"
NM,Los Alamos County,6,0,"19,369"
NM,Luna County,6,4,"23,709"
NM,McKinley County,5,4,"71,367"
NM,Mora County,9,4,"4,521"
NM,Otero County,4,4,"67,490"
NM,Quay County,7,0,"8,253"
NM,Rio Arriba County,4,0,"38,921"
NM,Roosevelt County,7,1,"18,500"
NM,Sandoval County,2,3,"146,748"
NM,San Juan County,3,2,"123,958"
NM,San Miguel County,6,4,"27,277"
NM,Santa Fe County,3,4,"150,358"
NM,Sierra County,6,4,"10,791"
NM,Socorro County,6,4,"16,637"
NM,Taos County,7,5,"32,723"
NM,Torrance County,2,0,"15,461"
NM,Union County,9,1,"4,059"
NM,Valencia County,2,0,"76,688"
NY,Albany County,2,4,"305,506"
NY,Allegany County,7,5,"46,091"
NY,Bronx County,1,0,"1,418,207"
NY,Broome County,2,0,"190,488"
NY,Cattaraugus County,4,0,"76,117"
NY,Cayuga County,4,0,"76,576"
NY,Chautauqua County,4,0,"126,903"
NY,Chemung County,3,0,"83,456"
NY,Chenango County,6,3,"47,207"
NY,Clinton County,5,4,"80,485"
NY,Columbia County,6,5,"59,461"
NY,Cortland County,4,0,"47,581"
NY,Delaware County,6,3,"44,135"
NY,Dutchess County,1,0,"294,218"
NY,Erie County,1,0,"918,702"
NY,Essex County,6,4,"36,885"
NY,Franklin County,7,4,"50,022"
NY,Fulton County,4,0,"53,383"
NY,Genesee County,4,0,"57,280"
NY,Greene County,6,4,"47,188"
NY,Hamilton County,8,5,"4,416"
NY,Herkimer County,2,5,"61,319"
NY,Jefferson County,3,0,"109,834"
NY,Kings County,1,0,"2,559,903"
NY,Lewis County,6,5,"26,296"
NY,Livingston County,1,4,"62,914"
NY,Madison County,2,0,"70,941"
NY,Monroe County,1,0,"741,770"
NY,Montgomery County,4,0,"49,221"
NY,Nassau County,1,0,"1,356,924"
NY,New York County,1,0,"1,628,706"
NY,Niagara County,1,0,"209,281"
NY,Oneida County,2,4,"228,671"
NY,Onondaga County,2,0,"460,528"
NY,Ontario County,1,0,"109,777"
NY,Orange County,1,0,"384,940"
NY,Orleans County,1,4,"40,352"
NY,Oswego County,2,0,"117,124"
NY,Otsego County,7,5,"59,493"
NY,Putnam County,1,0,"98,320"
NY,Queens County,1,0,"2,253,858"
NY,Rensselaer County,2,0,"158,714"
NY,Richmond County,1,0,"476,143"
NY,Rockland County,1,0,"325,789"
NY,St. Lawrence County,4,4,"107,740"
NY,Saratoga County,2,5,"229,863"
NY,Schenectady County,2,0,"155,299"
NY,Schoharie County,2,5,"30,999"
NY,Schuyler County,6,5,"17,807"
NY,Seneca County,6,4,"34,016"
NY,Steuben County,4,0,"95,379"
NY,Suffolk County,1,5,"1,476,601"
NY,Sullivan County,4,5,"75,432"
NY,Tioga County,2,3,"48,203"
NY,Tompkins County,3,0,"102,180"
NY,Ulster County,3,5,"177,573"
NY,Warren County,3,5,"63,944"
NY,Washington County,3,4,"61,204"
NY,Wayne County,1,3,"89,918"
NY,Westchester County,1,0,"967,506"
NY,Wyoming County,6,4,"39,859"
NY,Yates County,1,5,"24,913"
NC,Alamance County,3,0,"169,509"
NC,Alexander County,2,3,"37,497"
NC,Alleghany County,9,5,"11,137"
NC,Anson County,6,4,"24,446"
NC,Ashe County,7,5,"27,203"
NC,Avery County,8,5,"17,557"
NC,Beaufort County,6,3,"46,994"
NC,Bertie County,7,3,"18,947"
NC,Bladen County,6,3,"32,722"
NC,Brunswick County,2,5,"142,820"
NC,Buncombe County,2,0,"261,191"
NC,Burke County,2,3,"90,485"
NC,Cabarrus County,1,0,"216,453"
NC,Caldwell County,2,3,"82,178"
NC,Camden County,8,0,"10,867"
NC,Carteret County,4,5,"69,473"
NC,Caswell County,8,4,"22,604"
NC,Catawba County,2,3,"159,551"
NC,Chatham County,2,0,"74,470"
NC,Cherokee County,9,5,"28,612"
NC,Chowan County,6,0,"13,943"
NC,Clay County,9,5,"11,231"
NC,Cleveland County,4,0,"97,947"
NC,Columbus County,6,0,"55,508"
NC,Craven County,3,4,"102,139"
NC,Cumberland County,2,0,"335,509"
NC,Currituck County,1,5,"27,763"
NC,Dare County,4,5,"37,009"
NC,Davidson County,2,0,"167,609"
NC,Davie County,2,0,"42,846"
NC,Duplin County,6,3,"58,741"
NC,Durham County,2,3,"321,488"
NC,Edgecombe County,3,0,"51,472"
NC,Forsyth County,2,0,"382,295"
NC,Franklin County,1,0,"69,685"
NC,Gaston County,1,0,"224,529"
NC,Gates County,1,1,"11,562"
NC,Graham County,9,5,"8,441"
NC,Granville County,4,4,"60,443"
NC,Greene County,8,4,"21,069"
NC,Guilford County,2,0,"537,174"
NC,Halifax County,4,0,"50,010"
NC,Harnett County,4,0,"135,976"
NC,Haywood County,2,5,"62,317"
NC,Henderson County,2,0,"117,417"
NC,Hertford County,6,0,"23,677"
NC,Hoke County,2,3,"55,234"
NC,Hyde County,9,1,"4,937"
NC,Iredell County,1,0,"181,806"
NC,Jackson County,6,4,"43,938"
NC,Johnston County,1,0,"209,339"
NC,Jones County,3,1,"9,419"
NC,Lee County,4,3,"61,779"
NC,Lenoir County,4,0,"55,949"
NC,Lincoln County,1,3,"86,111"
NC,McDowell County,6,3,"45,756"
NC,Macon County,7,5,"35,858"
NC,Madison County,2,0,"21,755"
NC,Martin County,6,3,"22,440"
NC,Mecklenburg County,1,0,"1,110,356"
NC,Mitchell County,7,0,"14,964"
NC,Montgomery County,6,3,"27,173"
NC,Moore County,4,5,"100,880"
NC,Nash County,3,0,"94,298"
NC,New Hanover County,2,5,"234,473"
NC,Northampton County,9,0,"19,483"
NC,Onslow County,3,0,"197,938"
NC,Orange County,2,4,"148,476"
NC,Pamlico County,3,5,"12,726"
NC,Pasquotank County,4,4,"39,824"
NC,Pender County,2,5,"63,060"
NC,Perquimans County,8,0,"13,463"
NC,Person County,2,0,"39,490"
NC,Pitt County,3,4,"180,742"
NC,Polk County,8,0,"20,724"
NC,Randolph County,2,3,"143,667"
NC,Richmond County,5,0,"44,829"
NC,Robeson County,4,0,"130,625"
NC,Rockingham County,2,3,"91,010"
NC,Rowan County,1,0,"142,088"
NC,Rutherford County,4,0,"67,029"
NC,Sampson County,6,0,"63,531"
NC,Scotland County,6,0,"34,823"
NC,Stanly County,6,0,"62,806"
NC,Stokes County,2,0,"45,591"
NC,Surry County,4,0,"71,783"
NC,Swain County,8,5,"14,271"
NC,Transylvania County,6,5,"34,385"
NC,Tyrrell County,9,4,"4,016"
NC,Union County,1,0,"239,859"
NC,Vance County,4,0,"44,535"
NC,Wake County,1,0,"1,111,761"
NC,Warren County,8,4,"19,731"
NC,Washington County,7,0,"11,580"
NC,Watauga County,5,4,"56,177"
NC,Wayne County,3,0,"123,131"
NC,Wilkes County,6,0,"68,412"
NC,Wilson County,4,3,"81,801"
NC,Yadkin County,2,0,"37,667"
NC,Yancey County,8,5,"18,069"
ND,Adams County,9,1,"2,216"
ND,Barnes County,6,1,"10,415"
ND,Benson County,9,1,"6,832"
ND,Billings County,9,1,928
ND,Bottineau County,9,1,"6,282"
ND,Bowman County,9,2,"3,024"
ND,Burke County,9,4,"2,115"
ND,Burleigh County,3,4,"95,626"
ND,Cass County,3,0,"181,923"
ND,Cavalier County,9,1,"3,762"
ND,Dickey County,9,1,"4,872"
ND,Divide County,9,1,"2,264"
ND,Dunn County,9,2,"4,424"
ND,Eddy County,9,1,"2,287"
ND,Emmons County,8,1,"3,241"
ND,Foster County,9,1,"3,210"
ND,Golden Valley County,9,1,"1,761"
ND,Grand Forks County,3,4,"69,451"
ND,Grant County,8,1,"2,274"
ND,Griggs County,9,1,"2,231"
ND,Hettinger County,9,1,"2,499"
ND,Kidder County,8,1,"2,480"
ND,LaMoure County,9,1,"4,046"
ND,Logan County,9,1,"1,850"
ND,McHenry County,9,1,"5,745"
ND,McIntosh County,9,1,"2,497"
ND,McKenzie County,9,2,"15,024"
ND,McLean County,8,1,"9,450"
ND,Mercer County,7,2,"8,187"
ND,Morton County,3,0,"31,364"
ND,Mountrail County,9,2,"10,545"
ND,Nelson County,8,1,"2,879"
ND,Oliver County,3,1,"1,959"
ND,Pembina County,9,1,"6,801"
ND,Pierce County,7,1,"3,975"
ND,Ramsey County,7,4,"11,519"
ND,Ransom County,8,1,"5,218"
ND,Renville County,9,1,"2,327"
ND,Richland County,6,1,"16,177"
ND,Rolette County,9,4,"14,176"
ND,Sargent County,9,3,"3,898"
ND,Sheridan County,9,1,"1,315"
ND,Sioux County,3,4,"4,230"
ND,Slope County,9,1,750
ND,Stark County,7,2,"31,489"
ND,Steele County,8,1,"1,890"
ND,Stutsman County,7,0,"20,704"
ND,Towner County,9,1,"2,189"
ND,Traill County,8,1,"8,036"
ND,Walsh County,6,1,"10,641"
ND,Ward County,5,0,"67,641"
ND,Wells County,9,1,"3,834"
ND,Williams County,7,2,"37,589"
OH,Adams County,6,0,"27,698"
OH,Allen County,3,0,"102,351"
OH,Ashland County,4,0,"53,484"
OH,Ashtabula County,4,3,"97,241"
OH,Athens County,4,4,"65,327"
OH,Auglaize County,4,3,"45,656"
OH,Belmont County,3,2,"67,006"
OH,Brown County,1,0,"43,432"
OH,Butler County,1,0,"383,134"
OH,Carroll County,2,0,"26,914"
OH,Champaign County,6,3,"38,885"
OH,Clark County,3,0,"134,083"
OH,Clermont County,1,0,"206,428"
OH,Clinton County,6,0,"41,968"
OH,Columbiana County,4,0,"101,883"
OH,Coshocton County,6,3,"36,600"
OH,Crawford County,4,3,"41,494"
OH,Cuyahoga County,1,0,"1,235,072"
OH,Darke County,6,3,"51,113"
OH,Defiance County,4,3,"38,087"
OH,Delaware County,1,0,"209,177"
OH,Erie County,4,5,"74,266"
OH,Fairfield County,1,0,"157,574"
OH,Fayette County,6,0,"28,525"
OH,Franklin County,1,4,"1,316,756"
OH,Fulton County,2,3,"42,126"
OH,Gallia County,6,0,"29,898"
OH,Geauga County,1,3,"93,649"
OH,Greene County,2,4,"168,937"
OH,Guernsey County,6,0,"38,875"
OH,Hamilton County,1,0,"817,473"
OH,Hancock County,4,3,"75,783"
OH,Hardin County,6,0,"31,365"
OH,Harrison County,6,2,"15,040"
OH,Henry County,6,3,"27,006"
OH,Highland County,6,0,"43,161"
OH,Hocking County,1,5,"28,264"
OH,Holmes County,7,3,"43,960"
OH,Huron County,4,3,"58,266"
OH,Jackson County,7,3,"32,413"
OH,Jefferson County,3,0,"65,325"
OH,Knox County,4,3,"62,322"
OH,Lake County,1,3,"230,149"
OH,Lawrence County,2,0,"59,463"
OH,Licking County,1,0,"176,862"
OH,Logan County,6,3,"45,672"
OH,Lorain County,1,3,"309,833"
OH,Lucas County,2,0,"428,348"
OH,Madison County,1,0,"44,731"
OH,Mahoning County,2,0,"228,683"
OH,Marion County,4,3,"65,093"
OH,Medina County,1,0,"179,746"
OH,Meigs County,6,0,"22,907"
OH,Mercer County,7,3,"41,172"
OH,Miami County,2,3,"106,987"
OH,Monroe County,8,3,"13,654"
OH,Montgomery County,2,0,"531,687"
OH,Morgan County,6,0,"14,508"
OH,Morrow County,1,0,"35,328"
OH,Muskingum County,4,0,"86,215"
OH,Noble County,7,4,"14,424"
OH,Ottawa County,4,5,"40,525"
OH,Paulding County,6,3,"18,672"
OH,Perry County,1,0,"36,134"
OH,Pickaway County,1,0,"58,457"
OH,Pike County,7,3,"27,772"
OH,Portage County,2,4,"162,466"
OH,Preble County,6,3,"40,882"
OH,Putnam County,6,3,"33,861"
OH,Richland County,3,0,"121,154"
OH,Ross County,4,4,"76,666"
OH,Sandusky County,4,3,"58,518"
OH,Scioto County,4,0,"75,314"
OH,Seneca County,4,0,"55,178"
OH,Shelby County,4,3,"48,590"
OH,Stark County,2,0,"370,606"
OH,Summit County,2,0,"541,013"
OH,Trumbull County,2,3,"197,974"
OH,Tuscarawas County,4,3,"91,987"
OH,Union County,1,3,"58,988"
OH,Van Wert County,6,3,"28,275"
OH,Vinton County,8,0,"13,085"
OH,Warren County,1,0,"234,602"
OH,Washington County,4,0,"59,911"
OH,Wayne County,4,3,"115,710"
OH,Williams County,6,3,"36,692"
OH,Wood County,2,3,"130,817"
OH,Wyandot County,7,3,"21,772"
OK,Adair County,6,3,"22,194"
OK,Alfalfa County,9,1,"5,702"
OK,Atoka County,9,1,"13,758"
OK,Beaver County,9,1,"5,311"
OK,Beckham County,7,2,"21,859"
OK,Blaine County,6,2,"9,429"
OK,Bryan County,6,0,"47,995"
OK,Caddo County,6,0,"28,762"
OK,Canadian County,1,0,"148,306"
OK,Carter County,5,2,"48,111"
OK,Cherokee County,6,0,"48,657"
OK,Choctaw County,7,0,"14,672"
OK,Cimarron County,9,1,"2,137"
OK,Cleveland County,1,4,"284,014"
OK,Coal County,9,1,"5,495"
OK,Comanche County,3,4,"120,749"
OK,Cotton County,3,1,"5,666"
OK,Craig County,6,4,"14,142"
OK,Creek County,2,0,"71,522"
OK,Custer County,7,2,"29,003"
OK,Delaware County,6,5,"43,009"
OK,Dewey County,9,2,"4,891"
OK,Ellis County,9,2,"3,859"
OK,Garfield County,5,0,"61,056"
OK,Garvin County,6,2,"27,711"
OK,Grady County,1,0,"55,834"
OK,Grant County,9,1,"4,333"
OK,Greer County,7,4,"5,712"
OK,Harmon County,9,1,"2,653"
OK,Harper County,9,1,"3,688"
OK,Haskell County,6,2,"12,627"
OK,Hughes County,7,1,"13,279"
OK,Jackson County,7,4,"24,530"
OK,Jefferson County,8,1,"6,002"
OK,Johnston County,9,0,"11,085"
OK,Kay County,5,0,"43,538"
OK,Kingfisher County,6,2,"15,765"
OK,Kiowa County,6,0,"8,708"
OK,Latimer County,7,2,"10,073"
OK,Le Flore County,2,0,"49,853"
OK,Lincoln County,1,0,"34,877"
OK,Logan County,1,2,"48,011"
OK,Love County,9,0,"10,253"
OK,McClain County,1,0,"40,474"
OK,McCurtain County,7,0,"32,832"
